opening_balance,daily_income,daily_expense,recurring_payment_amount,upcoming_payment_amount,expected_invoice_amount,overdue_invoice_amount,discretionary_spending,day_of_month,cash_flow_7d,cash_flow_30d,minimum_safe_balance,cash_shortage_risk,predicted_minimum_balance,days_to_cash_shortage
13419.77,1474.79,1564.12,10403.99,12896.68,12682.88,28500.0,1804.57,1,-3247.43,-24697.8,15000.0,1,-11200.91,1.1
15377.14,1897.9,3487.9,6327.35,18912.5,2761.14,0.0,7276.12,4,-18142.75,-70178.61,15000.0,1,-54510.83,1.0
98196.2,7806.73,2623.06,37439.64,21389.43,72477.4,6000.0,4112.13,24,42225.37,166758.29,20000.0,0,140093.64,30.0
107112.76,6067.86,5958.97,25005.42,23414.54,12337.84,40000.0,11383.68,17,-6136.03,-48815.48,25000.0,0,58387.42,30.0
164562.65,6165.25,7411.53,34834.19,8529.48,50608.4,6000.0,7474.85,14,-2014.11,-32543.83,20000.0,0,131755.5,30.0
115070.28,6550.89,4898.26,44213.11,47678.86,26328.07,8000.0,9213.28,27,-2237.55,-19185.13,25000.0,0,95973.9,30.0
18045.64,2165.84,2284.06,15695.89,8047.16,3622.58,0.0,5459.06,19,-3321.91,-23667.17,15000.0,1,-5666.04,4.2
66862.8,6393.38,3665.24,25339.09,38617.61,21147.13,8000.0,4933.86,4,7879.42,35834.88,25000.0,0,75117.05,30.0
81998.37,7472.78,5094.63,41200.83,43980.36,37982.94,8000.0,4837.54,2,6651.47,20946.15,25000.0,0,88713.64,30.0
72909.96,11019.57,3160.76,35800.19,15996.51,71080.43,0.0,5439.72,29,62829.2,255048.22,20000.0,0,136023.9,30.0
71584.57,5434.05,7111.42,21006.56,30567.45,37028.6,0.0,9563.56,25,-16562.81,-64866.33,25000.0,1,6315.61,13.7
37499.57,1950.48,1823.6,5521.87,15898.6,15767.81,14000.0,8663.0,21,-2317.77,-7446.48,15000.0,0,30089.64,30.0
14386.11,2089.9,2763.19,19461.54,8871.22,13031.9,28500.0,7247.79,11,-5655.17,-46899.7,15000.0,1,-32467.36,2.0
35848.2,1710.7,1845.14,9687.28,4057.95,15113.48,0.0,8900.28,6,458.43,-2664.97,15000.0,0,32610.43,30.0
7592.02,2971.75,1678.62,5036.72,7757.19,20949.15,14000.0,4662.49,2,10138.86,41349.1,15000.0,1,17757.87,30.0
85798.57,10598.84,3438.29,24923.49,10606.97,72696.08,6000.0,8894.02,10,60420.28,249582.14,20000.0,0,146844.56,30.0
125934.72,6449.28,4468.86,33869.77,17458.56,28190.9,0.0,10583.75,12,12517.71,36275.25,25000.0,0,138147.77,30.0
85119.95,7239.11,5019.84,40311.67,39005.25,50601.15,8000.0,5181.56,4,10053.03,34662.36,25000.0,0,95506.62,30.0
78554.45,5873.45,8143.4,22664.63,32193.19,50189.49,40000.0,11681.82,17,-18729.06,-88766.94,25000.0,1,-10347.58,13.1
40203.0,1447.72,1728.72,18125.99,19764.53,21383.77,5000.0,6908.16,5,-5596.07,-26936.81,15000.0,1,13613.42,16.1
7192.93,2596.34,1718.67,20365.04,20184.31,15851.62,0.0,7345.45,17,1240.29,1632.38,15000.0,1,7877.99,1.0
115329.04,10150.38,6900.21,43409.22,19185.99,60115.64,0.0,9365.53,30,27099.89,95025.4,20000.0,0,142648.46,30.0
36212.79,3731.84,6607.86,32658.14,33843.73,33928.86,0.0,9907.57,6,-26883.81,-118853.4,25000.0,1,-82440.44,2.4
103610.71,8534.62,7094.51,31502.4,16549.66,41340.98,0.0,10959.25,4,11729.09,36492.19,20000.0,0,115417.25,30.0
40331.91,2218.77,3016.63,10234.8,13677.31,17648.52,0.0,2733.17,28,-7526.26,-30199.49,15000.0,1,9995.49,15.2
174232.54,5321.72,7505.93,35182.79,13434.86,50027.93,20000.0,14987.64,9,-10657.84,-72116.09,25000.0,0,101992.97,30.0
43193.56,4457.32,6744.94,51889.48,26307.76,34534.52,8000.0,7154.94,8,-19629.55,-115491.35,25000.0,1,-72535.93,4.2
83392.82,2831.66,3236.39,37910.44,31853.49,34118.81,20000.0,11073.46,4,-8750.73,-55786.94,25000.0,0,27273.98,30.0
266298.69,8354.99,3275.47,24677.78,19738.96,94985.64,0.0,11795.11,9,46658.18,202954.46,20000.0,0,312726.35,30.0
18559.23,2779.6,1636.02,10034.01,15812.61,15335.64,0.0,8856.63,16,4747.15,23796.46,15000.0,0,23561.57,30.0
59853.79,5698.74,4681.92,42308.34,31456.38,27901.62,8000.0,12629.52,14,115.52,-18558.48,25000.0,0,41464.69,30.0
161559.1,6695.65,6018.75,20532.56,32375.87,24697.08,8000.0,3558.13,22,-3272.62,-11104.3,25000.0,0,150691.88,30.0
131028.61,5992.56,3779.19,25093.36,34699.48,27184.1,8000.0,10608.02,23,7050.63,30592.4,25000.0,0,138155.45,30.0
69959.57,4719.21,3385.4,19370.41,15417.37,35109.25,8000.0,12668.2,2,10191.59,37135.84,25000.0,0,79749.03,30.0
47517.63,2910.7,1703.98,11557.71,7333.47,4446.22,0.0,8756.52,19,6402.93,21756.77,15000.0,0,54742.03,30.0
10774.88,2566.71,1975.23,6834.5,10901.76,7853.1,0.0,4001.13,13,1350.27,7861.21,15000.0,1,11715.93,1.0
74662.62,7171.11,7064.66,31659.3,19582.57,14476.9,20000.0,9579.8,30,-4192.49,-41571.44,25000.0,0,33398.73,30.0
60177.56,1980.19,2595.68,19582.59,21500.88,16672.93,28500.0,8640.74,30,-9574.2,-54275.26,15000.0,1,6479.51,23.1
24980.67,1859.61,3203.57,8309.21,15514.6,20007.52,14000.0,6499.25,19,-11612.04,-49735.02,15000.0,1,-25211.38,4.3
234833.89,6392.4,7907.83,24789.14,21547.91,74289.04,6000.0,7449.82,20,-4369.41,-19911.1,20000.0,0,214860.06,30.0
37847.48,2539.78,2750.81,18204.18,4872.13,3807.73,5000.0,8049.03,25,-2664.52,-27599.51,15000.0,1,9770.37,23.5
115427.84,6172.56,5288.09,43056.78,40383.73,21586.44,20000.0,8383.35,21,-5644.91,-43319.96,25000.0,0,71618.3,30.0
139338.74,5456.64,4910.22,42676.76,15142.26,54127.46,0.0,7416.45,1,8593.53,12701.05,25000.0,0,148065.78,30.0
10683.6,1653.29,3354.42,9765.43,18596.27,11088.2,5000.0,4399.19,16,-17128.82,-70307.57,15000.0,1,-59768.62,1.0
16928.84,2014.59,2597.18,8090.55,9832.3,20025.25,5000.0,7639.87,18,-4005.94,-17375.03,15000.0,1,-304.06,1.6
15434.26,2655.75,2456.84,13201.85,16562.58,20135.93,5000.0,1851.46,1,-1205.49,-5661.25,15000.0,1,9580.38,1.0
48535.4,1257.98,2996.44,20494.9,5184.02,6287.67,28500.0,5282.93,13,-12985.28,-82945.01,15000.0,1,-34361.21,12.7
105510.26,7061.16,5713.74,23274.18,22414.52,39593.18,8000.0,6851.74,24,8384.75,31127.01,25000.0,0,113932.19,30.0
71549.68,5641.37,7140.27,15345.61,6807.38,29098.42,6000.0,10142.09,14,-7395.55,-40421.49,20000.0,0,30832.18,30.0
37260.92,2631.32,2858.41,14770.35,24711.67,6554.78,5000.0,7942.96,7,-10163.34,-41739.95,15000.0,1,-4407.61,14.7
23231.19,1684.97,3033.34,7611.93,7826.78,22216.19,28500.0,8065.35,5,-8126.07,-45073.63,15000.0,1,-21705.23,4.3
70621.32,4275.41,6736.81,24944.94,46264.24,16873.02,40000.0,11447.75,16,-32360.88,-144178.11,25000.0,1,-73889.83,9.0
64127.02,2650.82,2390.1,9374.95,4397.11,17420.67,0.0,2301.32,3,3550.3,11470.08,15000.0,0,67562.28,30.0
309069.4,11651.98,4302.15,16928.09,25124.93,78964.78,0.0,4350.24,25,57191.86,257406.94,20000.0,0,365982.3,30.0
169670.7,5180.35,7380.1,19069.67,38210.93,52501.36,20000.0,7334.43,2,-20182.38,-78771.87,25000.0,0,90957.39,30.0
167439.18,3630.82,5339.58,23782.74,29879.55,33399.83,8000.0,14247.94,2,-17233.19,-74725.32,25000.0,0,93006.94,30.0
45449.83,2714.32,2127.16,7793.8,14561.1,10206.44,14000.0,2943.79,15,326.98,-133.61,15000.0,0,45367.15,30.0
158471.65,3717.99,8179.05,47393.96,41112.92,26318.95,8000.0,13123.67,27,-42408.76,-199219.58,25000.0,1,-40603.94,18.2
59243.74,3074.99,2704.35,8174.76,21186.71,14617.52,28500.0,4106.02,30,-2956.69,-15024.73,15000.0,0,44278.82,30.0
171917.92,4194.21,4291.8,51192.21,17353.76,40266.41,0.0,12225.97,18,428.67,-31207.15,25000.0,0,140479.85,30.0
92605.39,7382.34,3898.72,32481.77,27494.23,37659.21,20000.0,8408.37,18,20919.49,74191.8,25000.0,0,113491.0,30.0
31803.33,1633.19,1620.49,7525.83,7499.75,6546.49,0.0,4439.75,26,-1601.68,-8097.99,15000.0,0,23885.95,30.0
60257.46,2845.69,3520.66,11119.77,17960.78,5864.48,14000.0,6108.57,4,-10736.2,-49065.16,15000.0,1,11159.91,26.7
113944.95,3279.85,5434.88,52147.64,43405.27,35766.83,20000.0,5351.36,25,-25293.96,-132437.03,25000.0,1,-18683.78,16.3
139703.41,4965.41,3868.12,34255.91,17854.8,43303.93,0.0,5322.57,5,9199.87,24111.79,25000.0,0,148592.29,30.0
38797.97,1308.41,2693.09,17809.48,10915.64,13232.04,0.0,7347.42,19,-11412.65,-57033.65,15000.0,1,-18014.38,10.5
95884.1,6601.55,3226.99,42792.14,16239.25,88254.94,0.0,10901.5,11,34777.23,130460.46,20000.0,0,131054.59,30.0
48731.98,1401.76,1921.41,18595.39,7249.37,9485.81,0.0,3554.72,30,-4640.14,-31948.46,15000.0,0,16585.98,30.0
18314.16,1963.22,2577.23,5228.56,20386.25,23314.47,0.0,5693.71,11,-7789.63,-20720.44,15000.0,1,-2193.52,2.8
58822.24,2973.76,1711.75,13391.72,4539.02,8482.77,0.0,8813.55,1,8715.01,28412.31,15000.0,0,67568.99,30.0
103817.51,5383.3,4468.91,31992.13,22526.81,26255.92,20000.0,3252.29,7,2641.22,-8831.19,25000.0,0,94512.61,30.0
64909.78,1347.26,2814.49,7965.46,21630.0,23026.52,28500.0,3374.32,5,-14317.36,-61986.06,15000.0,1,2483.19,20.1
312138.03,10701.47,4377.69,17364.4,17404.25,39488.08,6000.0,6482.91,21,45202.37,192032.82,20000.0,0,357547.57,30.0
46910.33,7238.37,6677.34,23044.61,41234.31,51620.15,20000.0,14833.96,22,-2242.47,-3827.8,25000.0,0,43364.13,30.0
51760.8,2632.53,2833.01,12366.4,11702.18,3960.93,0.0,5890.98,10,-5292.05,-26122.05,15000.0,0,25488.29,30.0
303274.87,4741.62,3263.75,40000.1,28543.64,24185.66,0.0,9988.54,3,3764.78,-21.92,20000.0,0,303672.62,30.0
146954.51,9790.16,5997.32,29071.58,20458.22,21354.0,6000.0,10797.83,29,22637.38,83209.34,20000.0,0,169192.7,30.0
40700.28,5112.52,7214.9,38024.49,30634.11,41741.7,8000.0,3326.5,27,-18621.96,-93188.27,25000.0,1,-52464.04,3.1
48251.0,3154.92,4083.69,39694.49,18826.29,20936.44,40000.0,11552.54,25,-9844.6,-81447.35,25000.0,1,-32989.41,8.0
141532.23,8981.82,6161.92,41707.97,19139.22,62096.52,6000.0,6408.74,28,24502.88,83446.16,20000.0,0,165678.96,30.0
338951.28,5776.85,4048.08,21024.11,8415.06,56220.79,0.0,4271.52,8,19979.58,78644.96,20000.0,0,359478.38,30.0
39437.62,5725.67,8043.19,34834.67,15841.65,12039.37,40000.0,10041.12,24,-20151.4,-124162.44,25000.0,1,-84492.78,3.4
197991.31,6755.92,5787.17,38747.49,7549.7,91506.77,0.0,6172.38,25,22062.7,74271.98,20000.0,0,219326.71,30.0
119342.49,3083.13,4129.5,26400.46,26670.51,25439.7,40000.0,4799.3,1,-12904.84,-75022.33,25000.0,0,44358.43,30.0
8326.53,1222.63,1483.66,19597.23,18642.1,24906.42,28500.0,3134.83,6,-4302.77,-32563.85,15000.0,1,-23939.05,1.6
27603.64,2891.12,2969.66,16395.38,4643.64,6239.35,0.0,8776.78,7,-1159.38,-17155.93,15000.0,1,10291.97,16.7
103379.52,4815.96,5063.97,31524.32,13768.85,73700.35,0.0,9714.09,16,7496.45,20966.85,20000.0,0,110959.34,30.0
34133.28,7207.07,7290.67,46279.65,44829.47,35173.2,8000.0,6113.22,24,-11482.34,-61643.89,25000.0,1,-27310.89,3.2
62712.05,6648.76,6630.38,26186.69,29303.2,54868.7,0.0,14068.52,20,-618.92,-69.95,25000.0,0,62312.18,30.0
104003.61,6618.39,3933.79,42186.87,29135.39,42936.56,8000.0,6076.24,21,15725.41,48952.54,25000.0,0,120088.79,30.0
162024.05,6970.18,5363.27,23085.06,34690.21,49066.07,40000.0,9765.87,5,7185.54,23498.25,25000.0,0,169269.47,30.0
6619.76,2559.27,2900.07,15211.19,22043.68,3860.16,0.0,2804.2,20,-10431.03,-43618.66,15000.0,1,-37532.07,1.0
164160.56,6041.14,7397.24,28452.4,22395.91,48613.82,40000.0,9937.33,26,-8728.35,-58917.71,25000.0,0,105832.23,30.0
44294.38,1284.29,2068.12,16457.52,7136.33,7110.58,14000.0,6557.41,21,-6919.24,-45598.23,15000.0,1,-1227.23,19.4
162207.81,7459.49,8143.71,40128.07,14224.87,37023.75,8000.0,8113.98,29,-3074.69,-41055.6,25000.0,0,120729.27,30.0
26809.61,2383.57,2133.82,12688.54,4993.07,16254.43,28500.0,7388.38,1,3001.94,-5334.53,15000.0,0,21297.45,30.0
39306.04,2579.14,2250.45,19421.76,24171.9,15096.1,14000.0,3101.22,24,-4348.73,-24236.94,15000.0,0,15389.31,30.0
12740.76,2891.32,3010.46,12074.32,22665.89,10083.54,0.0,7771.83,27,-7883.68,-28231.1,15000.0,1,-15665.65,1.0
121356.16,5801.81,5137.89,15042.51,27471.03,27511.19,0.0,9229.84,9,-838.7,4915.38,20000.0,0,120632.02,30.0
64032.38,1332.46,2671.13,21822.66,18510.01,19014.7,28500.0,5357.84,10,-12971.74,-72878.0,15000.0,1,-8457.49,18.0
27209.0,2696.57,3305.85,17694.5,17575.98,19615.7,14000.0,7391.12,29,-7372.21,-39533.18,15000.0,1,-12459.12,6.3
173895.62,5530.96,8036.39,18526.49,40600.94,48119.32,20000.0,6729.64,1,-24154.55,-94171.1,25000.0,0,79442.49,30.0
66080.54,3813.87,6145.93,51539.91,14605.25,36406.35,0.0,4801.88,18,-14885.26,-99700.63,25000.0,1,-33710.43,8.7
16898.85,1597.39,1687.47,15384.52,18450.64,18167.53,5000.0,2768.17,10,-4377.33,-20370.13,15000.0,1,-3190.04,1.4
165192.41,5299.45,6254.42,16502.93,13050.62,57527.34,0.0,3745.08,12,-399.55,-675.23,20000.0,0,165028.46,30.0
46237.56,2075.58,3285.25,11671.66,13833.71,11949.52,14000.0,8622.43,4,-11611.26,-55445.9,15000.0,1,-8930.24,15.0
164307.24,5120.39,3777.14,31640.84,31813.03,27623.66,0.0,12538.6,21,2202.32,4467.52,25000.0,0,165900.33,30.0
178910.58,7120.27,6821.34,49136.6,21206.19,37254.42,40000.0,4176.86,12,1060.95,-40120.32,25000.0,0,139228.88,30.0
130484.92,10449.44,3984.16,40939.26,8360.51,33366.38,0.0,6865.8,6,48586.04,178025.03,20000.0,0,179123.28,30.0
38328.01,2869.97,1990.63,19299.35,20967.02,15319.42,5000.0,7569.97,14,832.5,-566.56,15000.0,0,37352.46,30.0
28379.56,1909.81,3003.56,15167.64,23175.1,5344.37,14000.0,1932.69,16,-15857.44,-71410.96,15000.0,1,-43261.07,4.3
27498.43,2062.27,1435.27,6420.28,14606.01,5452.81,28500.0,3558.64,17,-362.87,-8163.59,15000.0,0,19846.0,30.0
310186.63,5432.48,7814.49,44879.28,20547.52,78733.25,0.0,10432.55,5,-9146.4,-58153.71,20000.0,0,252128.54,30.0
339842.47,4550.97,4775.23,36221.6,25885.42,24671.45,0.0,6462.87,24,-6989.68,-44163.3,20000.0,0,295411.14,30.0
34346.15,1516.31,3021.42,17601.45,21683.42,10684.08,0.0,7083.28,15,-17072.32,-73754.09,15000.0,1,-38836.16,6.7
37162.9,2248.53,1762.96,15591.84,13224.29,20582.13,14000.0,3647.97,29,2225.67,732.98,15000.0,0,38464.97,30.0
52549.82,1644.01,2506.79,20989.54,15998.02,11753.25,0.0,6880.78,29,-10088.0,-51117.63,15000.0,1,1400.6,17.8
60392.95,1864.97,2581.73,14668.13,15076.84,12984.46,5000.0,4881.02,10,-8451.21,-40263.5,15000.0,0,20942.24,30.0
33302.95,1801.26,1973.19,17633.37,8685.38,11393.5,14000.0,4441.65,19,-2398.91,-25682.91,15000.0,1,7481.34,17.5
222945.54,10713.28,3671.59,35410.4,16094.01,25760.3,0.0,9363.76,10,48006.3,185506.66,20000.0,0,271071.01,30.0
155892.06,6293.32,4920.49,21662.06,11208.55,49932.56,0.0,5877.58,28,15112.86,58246.67,20000.0,0,170939.31,30.0
5518.63,2234.04,2554.53,7037.18,8934.24,20020.4,14000.0,6618.41,21,-1813.06,-11165.8,15000.0,1,-5663.67,1.0
30464.71,4046.34,5848.33,51717.41,16557.23,15956.59,20000.0,4265.41,3,-16045.49,-114377.7,25000.0,1,-83637.11,1.3
32138.23,1955.15,2048.74,21901.47,19404.54,10941.18,0.0,5172.5,29,-6228.69,-33172.45,15000.0,1,-476.94,12.0
108253.89,5148.29,5833.13,45757.6,27379.51,8135.99,20000.0,13698.51,17,-14118.52,-93546.48,25000.0,1,14933.63,26.4
126447.31,6987.11,7286.37,50729.22,12342.72,16803.8,40000.0,13503.33,8,-3671.19,-71246.1,25000.0,0,55086.65,30.0
55082.15,2282.87,2778.89,18756.5,8446.68,5139.15,5000.0,3017.43,20,-5823.01,-38944.77,15000.0,0,16260.5,30.0
113471.38,3437.01,5114.51,42675.44,32107.11,33801.58,8000.0,3530.91,15,-17825.03,-94505.99,25000.0,1,18909.95,21.4
38293.91,1391.21,2066.61,8924.75,8691.18,16685.63,5000.0,2783.73,22,-4867.16,-23192.37,15000.0,0,15486.16,30.0
27639.93,2092.08,1672.64,6456.33,7771.9,7544.1,0.0,7625.05,20,1336.13,5899.03,15000.0,0,28942.21,30.0
136049.73,6016.05,5864.72,30574.02,23917.86,10712.4,40000.0,7001.62,27,-6365.33,-55239.47,25000.0,0,80399.05,30.0
102763.47,4087.49,4782.44,50355.75,34856.69,8066.86,20000.0,10919.02,13,-17193.89,-105993.82,25000.0,1,-2742.27,22.4
172646.91,6899.48,7790.92,30885.82,27515.99,27691.21,0.0,11135.53,10,-11708.23,-57453.8,25000.0,0,115513.08,30.0
53131.7,2228.08,1947.99,13963.99,8104.27,4488.12,0.0,6617.43,22,-383.42,-9177.3,15000.0,0,44096.04,30.0
312849.68,9263.5,6476.08,29253.09,16141.05,71912.67,0.0,8750.69,14,27438.05,110141.09,20000.0,0,340141.71,30.0
24803.59,2028.5,2779.16,13733.8,4393.31,11467.02,14000.0,7002.46,27,-4718.55,-34779.92,15000.0,1,-10056.74,7.6
22093.91,1471.35,1950.51,11155.5,18209.77,9455.91,28500.0,7357.7,28,-8746.86,-45684.2,15000.0,1,-23643.56,4.8
197348.05,7523.45,2878.95,36199.6,22671.66,48180.54,0.0,11517.85,15,33078.88,128644.01,20000.0,0,230471.01,30.0
251521.35,6573.46,3984.56,42656.26,13278.97,77614.42,0.0,4220.05,27,28333.58,99346.12,20000.0,0,279775.91,30.0
7064.66,2177.35,3573.95,8327.92,15274.31,17432.52,28500.0,2968.97,7,-12399.38,-59467.55,15000.0,1,-52088.76,1.2
58956.51,2169.8,2856.13,6810.73,14342.07,2370.45,5000.0,6091.95,9,-10067.04,-41372.21,15000.0,0,17905.92,30.0
157784.66,6903.29,5091.14,31943.63,30296.67,9985.44,20000.0,8196.0,24,2563.5,-5890.23,25000.0,0,152084.84,30.0
143213.56,4198.31,4268.65,22715.65,31008.62,8258.42,8000.0,4386.29,4,-11244.1,-50775.85,25000.0,0,91926.7,30.0
46999.38,1620.55,3116.19,8462.43,16866.35,16809.06,5000.0,4500.92,7,-13854.22,-55388.98,15000.0,1,-8320.93,14.0
25232.65,1490.73,2727.97,15850.37,13523.58,18563.7,0.0,2532.65,25,-10357.37,-47927.44,15000.0,1,-22780.69,4.3
17225.98,1922.47,1923.7,21927.37,20448.26,21780.39,14000.0,4331.6,7,-3831.82,-26232.08,15000.0,1,-9341.39,1.8
11793.83,1259.17,1697.98,17784.07,22595.09,8413.33,0.0,6514.95,19,-10427.04,-45130.15,15000.0,1,-33539.4,1.0
106674.06,11927.57,2568.48,26905.87,12043.48,62471.41,0.0,5050.09,3,73190.48,304294.6,20000.0,0,180256.16,30.0
40243.36,1266.69,2084.18,7545.29,24534.78,2276.49,14000.0,3770.82,24,-15081.04,-59928.24,15000.0,1,-19623.26,13.7
37788.4,6317.01,5734.85,44683.45,41130.52,32618.43,0.0,11740.03,1,-5853.37,-35730.62,25000.0,1,2064.04,5.6
28081.64,1868.55,3304.0,13120.79,24925.37,18952.26,5000.0,8943.0,30,-16227.87,-64157.5,15000.0,1,-36253.01,4.7
137743.12,3594.6,3889.89,40740.52,20291.26,30528.28,40000.0,6313.64,7,-4077.91,-55362.34,25000.0,0,83009.3,30.0
21716.18,2802.72,2980.84,14855.39,17191.01,4163.02,0.0,7274.3,27,-7290.61,-33226.86,15000.0,1,-11334.54,5.4
145018.95,6764.06,7363.14,33450.12,25145.09,41690.32,6000.0,2563.01,29,-5913.56,-37277.39,20000.0,0,107510.43,30.0
322587.75,8639.21,5719.13,37576.58,13362.77,59560.23,0.0,10365.71,15,27007.49,96223.26,20000.0,0,349673.94,30.0
88121.07,5908.18,7588.94,16093.7,21148.39,78701.94,0.0,10562.45,15,-4484.32,-8963.09,20000.0,0,79297.48,30.0
34926.1,1868.87,2820.63,20113.08,6635.31,12357.08,14000.0,3258.38,23,-6845.07,-48544.3,15000.0,1,-14186.09,11.1
75910.8,4737.67,5562.34,29172.16,24305.79,8343.72,0.0,4570.92,19,-13826.31,-69874.53,25000.0,1,6172.64,19.3
149082.1,3402.09,7548.71,53455.73,24688.34,21345.76,8000.0,3940.03,13,-34632.55,-184397.01,25000.0,1,-34838.68,18.3
20692.2,1422.54,2003.94,21888.33,17817.16,20463.99,0.0,2092.44,8,-7103.85,-36683.42,15000.0,1,-15682.29,3.2
175826.65,6545.02,5327.24,32107.06,45461.68,40167.53,40000.0,9345.76,1,-1626.7,-16867.76,25000.0,0,158600.81,30.0
38476.69,1236.34,2362.17,17848.65,7448.91,3484.86,0.0,7576.98,22,-10163.45,-55587.78,15000.0,1,-17047.18,13.0
20193.96,3009.55,1587.13,7617.78,10730.72,23154.71,0.0,1618.73,23,10295.59,47478.81,15000.0,0,30490.91,30.0
155666.64,2925.86,3260.1,19705.13,28891.38,35318.72,40000.0,14438.9,2,-6832.44,-39304.78,25000.0,0,116180.79,30.0
13950.33,1688.79,2750.04,11229.0,20126.16,14337.63,0.0,5005.37,12,-12611.65,-48854.87,15000.0,1,-35140.88,1.1
127151.37,4199.68,6554.92,51773.32,34483.54,22277.28,8000.0,14453.39,1,-25824.61,-137836.64,25000.0,1,-10642.84,19.5
19488.05,1992.42,2266.73,8577.36,12476.13,16575.83,0.0,8299.67,20,-3595.47,-12707.01,15000.0,1,6442.46,5.0
28612.15,2298.47,2746.08,18097.79,20625.36,13930.17,0.0,8919.28,27,-8597.31,-38220.99,15000.0,1,-10050.22,7.4
144240.24,4863.49,8243.31,26188.59,19954.27,36409.13,0.0,3351.76,22,-24358.66,-111128.47,25000.0,0,32853.58,30.0
150942.9,5942.79,7224.54,50046.72,12284.79,49624.28,20000.0,11392.55,7,-3961.3,-59159.69,25000.0,0,91686.02,30.0
100729.11,10089.62,4658.47,12795.32,28539.19,28837.16,0.0,8352.46,4,32369.85,150437.32,20000.0,0,132591.31,30.0
280080.43,9249.14,7665.72,15264.47,25165.9,70308.9,6000.0,2179.77,14,15079.33,74980.98,20000.0,0,295553.0,30.0
11126.81,1404.11,2046.51,7620.94,15248.47,12051.92,14000.0,2377.2,12,-8185.8,-35689.48,15000.0,1,-24321.95,1.3
126569.15,3971.78,5821.4,44823.58,18961.49,30397.55,8000.0,10459.94,3,-14452.41,-92076.06,25000.0,0,34636.33,30.0
110307.84,5006.48,6313.51,54881.58,34411.31,43370.68,20000.0,13348.13,29,-14239.54,-93132.88,25000.0,1,17063.02,19.1
163200.66,6427.25,4789.88,45508.91,31778.08,44621.52,8000.0,11541.29,9,7674.71,13255.84,25000.0,0,171176.13,30.0
115396.44,9421.0,5107.4,24504.44,25069.62,80798.77,0.0,5955.9,6,36327.06,160632.5,20000.0,0,152348.28,30.0
7805.01,1887.36,2825.42,13818.02,18761.67,14683.62,0.0,3495.02,25,-11134.34,-46037.77,15000.0,1,-38476.83,1.0
55070.51,2978.42,3085.8,14920.96,15952.76,12817.44,5000.0,6704.46,29,-4569.22,-23277.46,15000.0,0,32121.54,30.0
120841.54,6690.63,6102.08,45064.36,24501.81,42452.09,0.0,14030.06,4,2809.56,-9457.5,25000.0,0,111422.3,30.0
97343.18,6693.24,5012.46,46386.71,17008.06,51716.89,20000.0,6128.37,16,15305.58,30745.38,25000.0,0,112612.1,30.0
112028.7,6207.99,5780.74,35381.24,43777.45,48949.05,0.0,7166.93,7,-4730.45,-17392.27,25000.0,0,94694.92,30.0
38427.29,6322.82,6581.95,29189.22,41523.65,47125.01,8000.0,8059.01,27,-8998.39,-34561.87,25000.0,1,4131.93,5.2
52798.56,3183.93,2834.26,21722.97,14832.06,5520.23,14000.0,2576.89,4,-2381.06,-26144.56,15000.0,0,26711.13,30.0
152924.43,4958.54,8149.13,35769.12,21074.16,35872.66,0.0,14185.68,10,-23589.29,-116688.44,25000.0,0,35869.13,30.0
46872.56,5804.11,4317.75,20868.73,47889.08,20672.59,40000.0,7209.56,5,-4616.62,-19494.51,25000.0,0,27418.01,30.0
129421.0,5176.64,7532.79,38226.73,45074.89,30825.48,40000.0,4576.11,16,-28357.95,-139160.79,25000.0,1,-9853.31,20.0
117106.03,5003.42,3441.89,30708.03,14209.75,13549.94,0.0,7437.46,3,7956.87,15478.35,25000.0,0,124561.17,30.0
245720.27,8300.86,6527.42,43720.38,16024.2,47555.9,0.0,4591.65,6,15515.58,41014.52,20000.0,0,261383.91,30.0
112588.76,5864.8,5197.25,46944.91,44731.95,34850.33,20000.0,7755.4,5,-6249.86,-44799.99,25000.0,0,68199.3,30.0
63114.36,2515.97,1548.65,14005.75,19757.16,8390.46,14000.0,3378.5,27,546.49,-1952.75,15000.0,0,61007.9,30.0
91168.6,3080.27,4811.0,29614.39,44567.91,54142.16,0.0,3335.97,5,-19113.87,-71962.14,25000.0,1,19412.86,15.7
11592.89,2706.57,2383.41,15857.27,14706.99,6014.35,14000.0,3449.54,19,-2417.83,-20455.21,15000.0,1,-8761.77,1.1
30997.74,2260.86,2388.76,20732.64,4858.18,17063.36,0.0,4431.39,27,574.05,-12364.68,15000.0,0,18898.12,30.0
96123.2,3497.36,5950.9,52519.38,31291.69,13778.17,8000.0,11068.76,10,-26935.84,-146839.17,25000.0,1,-51034.49,12.8
29267.1,2790.96,1891.39,12997.12,4420.18,13676.32,0.0,2256.95,17,7264.19,23246.16,15000.0,0,36357.21,30.0
34883.44,2062.19,2016.94,10012.53,17305.24,18523.11,28500.0,8418.31,8,-2900.69,-18837.02,15000.0,0,15973.43,30.0
52384.68,2876.18,2450.74,8952.22,16593.8,8066.89,0.0,4323.63,24,-2046.03,-4715.79,15000.0,0,48234.46,30.0
255785.38,9198.82,6161.62,20960.38,15176.67,66232.74,0.0,2561.7,14,28436.27,121211.65,20000.0,0,284196.76,30.0
110016.1,5086.47,7006.1,35516.79,44548.68,25874.96,40000.0,12101.37,23,-26081.91,-127779.5,25000.0,1,-17529.87,18.4
